"","NRO","SEXO","EDAD","P1","P2A","P2B","P2C","P3","P4A","P4B","P4C","P5A","P5B","P5C","P5D","P5E","P5F","P5G","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15.1","P15.2","P16","P17.1","P17.2","P18","P19","P20","P21A","P21B","P21C","P21D","P21E","P21F","P22","P23","P24","P25","P26","P27A","P27B","P27C","P28","P29","P30","P31","P32A","P32B","P32C","P32D","P33.1","P33.2","P33.3","P34","P35A","P35B","P35C","P35D","P35E","P35F","P35G","P35H","P36A","P36B","P36C","P36D","P37.01","P37.02","P37.03","P37.04","P37.05","P37.06","P37.07","P37.08","P37.09","P37.10","P38.1","P38.2","P38.3","P39","P40","P41","P42","P43A","P43B","P43C","P43D","P43E","P43F","P43G","P44","P45A","P45B","P45C","P45D","P45E","P45F","P45G","P46A","P46B","P46C","P46D","P46E","P47","P48","P49","P50","P51","P52","P53","P54","P55","P56A","P56B","P56C","P56D","P56E","P56F","P56G","P56H","P56I","P57","P58","TFAM","NIVEDU","OCUPA","TRAB","JEFE","JNIVEDU","JOCUPA","BUSTRAB","JTRAB","SERVHI","BANOS","DOMES","CGAS","REFRI","LAVA","COMPRAS","INGRESO","GEDAD","TIPOVIVI","AVIVI","PISTAS","NIVEL","UBIGEO07","estrato","nse1","nsegrup","PESO","UBIGEO07","inseguridad07","inseguridad07100","rank_inseguridad07100","adaptk7.cluster"
"11",153,"Femenino",50,"Poco interesado",NA,"Aprueba","Aprueba","Aprueba","Desaprueba","Desaprueba","Desaprueba","Poca","Ninguna","Mucha","Ninguna","Alguna","Ninguna","Poca","Buena","Mejor","Satisfecho","La democracia es preferible a cualquier otra forma de gobier","Promover la economía privada de mercado es la única forma en","Permanece igual","Mejorará algo","Algo mejor",NA,"Son emprendedores","Son creativos","Inestabilidad laboral","Programa de empleo juvenil","Programa para incentivar la participación política de los jó","Estudiar una carrera universitaria","Muy mal","Regular","En desacuerdo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","Sí","Serán mejores que los adultos de hoy","Algo","No","Sí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violencia callejera","Terrorismo","Corrupción","Abusos o coacciones por parte de agentes de la autoridad","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Sí","No","No","No","No llevar mucho dinero consigo","Evitar caminar por zonas apartadas o por lugares que conside","Instalar una alarma en su domicilio","Instalar rejas en su domicilio",NA,NA,NA,NA,NA,NA,"El consumo de drogas","El mal funcionamiento de la justicia","La escasez de medios de la Policía","No",NA,NA,"Ha aumentado algo","Poco eficaz","Bastante eficaz","Nada eficaz","Poco eficaz","Nada eficaz","Bastante eficaz","Poco eficaz","La familia",NA,"Bueno","Malo","Malo","Muy malo","Bueno","Bueno","Bueno","Bueno","Malo","Malo","Bueno","En la protección de funcionarios","Pueden acusarme de algo sin pretexto","No",NA,"Sí","Otro","Se está resolviendo","Sí, una parte","Sí","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","No se cumplirá","No se cumplirá","No se cumplirá","El Gobierno debe dar muestras de estar trabajando de manera ","Fue un buen gesto y allanó el caminó para resolver el proble",3,"Postgrado","Independiente / cuenta propia","Profesional independiente o profesor universitario","El propio entrevistado",NA,NA,"No",NA,"Water / inodoro",3,"Sí","Sí","Sí","Sí","Mejores",NA,"45 o más","Casa independiente","Medio","Asfaltado en buen estado","Plano","150122            ","Lima Moderna","B","A/B",1.31613699793188,"150122            ",2.02862651380729,100,470,1
"12",162,"Masculino",53,"Muy interesado",NA,NA,"Desaprueba","Aprueba","Aprueba","Desaprueba","Desaprueba","Alguna","Poca","Alguna","Poca","Alguna","Ninguna","Alguna","Buena","Igual","Insatisfecho","A veces un gobierno autoritario o una dictadura puede ser pr","Promover la economía privada de mercado es la única forma en","Algo peor","Mejorará algo","Permanece igual","Algo mejor","Son individualistas","Son rebeldes","Dificultad de independizarse de su familia","Programa de control y rehabilitación del uso de drogas","Programa de prevención del pandillaje y la violencia juvenil","Estudiar una carrera técnica","Mal","Regular","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","En desacuerdo","De acuerdo","No","Serán iguales que los adultos de hoy","Poco","Sí","Sí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violaciones, abusos o acosos sexuales","Asaltos con armas","Corrupción",NA,"Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","No","No","No","No","No llevar mucho dinero consigo","Evitar caminar por zonas apartadas o por lugares que conside","No llevar joyas u objetos valiosos a la vista",NA,NA,NA,NA,NA,NA,NA,"El consumo de drogas","La pobreza y las desigualdades sociales",NA,"No",NA,NA,"Ha aumentado algo","Bastante eficaz","Poco eficaz","Poco eficaz","Muy eficaz","Nada eficaz","Muy eficaz","Poco eficaz","Todos","Malo","Bueno","Bueno","Malo","Malo","Bueno","Malo","Malo","Bueno","Muy malo","Malo","Malo","En la protección de funcionarios","No actúan cuando deberían","No",NA,"Sí","Otro","Se está resolviendo","No",NA,"No se cumplirá","No se cumplirá","Se cumplirá","Se cumplirá","No se cumplirá","Se cumplirá","No se cumplirá","Se cumplirá","No se cumplirá","El Gobierno debe dar muestras de estar trabajando de manera ","Fue un buen gesto y allanó el caminó para resolver el proble",3,"Postgrado","Independiente / cuenta propia","Profesional independiente o profesor universitario","El propio entrevistado",NA,NA,"Sí",NA,"Water / inodoro",3,"No","Sí","Sí","Sí","Peores",NA,"45 o más","Departamento en edificio","Residencial","Asfaltado en buen estado","Plano","150130            ","Lima Moderna","B","A/B",1.31613699793188,"150130            ",2.02862651380729,100,470,1
"13",185,"Masculino",77,"Algo interesado","Aprueba","Aprueba","Aprueba","Aprueba","Desaprueba","Desaprueba","Desaprueba","Alguna","Poca","Mucha","Ninguna","Alguna","Ninguna","Ninguna","Regular","Igual","Insatisfecho","Me da lo mismo un tipo de gobierno u otro","Promover una mayor participación del Estado en la economía e","Permanece igual","Permanecerá igual","Permanece igual","Algo mejor","Son rebeldes",NA,"Bajo nivel educativo","Programa de educación en salud sexual y reproductiva","Programa de empleo juvenil","Estudiar una carrera universitaria","Regular","Regular","De acuerdo",NA,NA,"De acuerdo",NA,"De acuerdo","Sí","Serán iguales que los adultos de hoy","Poco","Sí","Sí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fraude o estafa","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Sí","No","Sí","No","No salir de noche sin compañía","Evitar caminar por zonas apartadas o por lugares que conside",NA,NA,NA,NA,NA,NA,NA,NA,"La pobreza y las desigualdades sociales","El desempleo","El bajo nivel educativo","Sí","Fraude o estafa","Poco","Se mantiene igual","Nada eficaz","Muy eficaz","Muy eficaz","Muy eficaz","Bastante eficaz","Poco eficaz","Bastante eficaz","El propio consumidor","Malo","Malo","Muy malo","Muy malo","Muy malo","Muy malo","Malo","Malo","Malo","Malo","Bueno","Malo","En la protección de funcionarios",NA,"No",NA,"No",NA,NA,"Sí, una parte","Sí","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá",NA,"Se cumplirá","No se cumplirá",NA,"No se cumplirá","El Gobierno debe dar muestras de estar trabajando de manera ","Las disculpas dadas no lo favorecen ni lo perjudican",1,"Primaria completa","Retirado / jubilado",NA,"El propio entrevistado",NA,NA,"No",NA,"Water / inodoro",3,"No","Sí","Sí","Sí","Iguales","Entre 300 y 600","45 o más","Casa independiente","Residencial","Asfaltado en buen estado","Plano","150136            ","Lima Moderna","C","C",1.31613699793188,"150136            ",2.02862651380729,100,470,1
"14",211,"Masculino",81,"Nada interesado","Desaprueba","Aprueba","Aprueba","Aprueba","Desaprueba","Aprueba","Desaprueba","Poca","Ninguna","Mucha","Ninguna","Alguna","Ninguna","Alguna","Regular","Mejor","Muy satisfecho","La democracia es preferible a cualquier otra forma de gobier","Promover la economía privada de mercado es la única forma en","Permanece igual","Permanecerá igual","Algo mejor","Algo mejor","Son emprendedores","Son rebeldes","Bajo nivel educativo","Programa de educación en salud sexual y reproductiva","Programa de empleo juvenil","Estudiar una carrera técnica","Mal","Regular","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","En desacuerdo","Sí","Serán mejores que los adultos de hoy","Poco","Sí","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violaciones, abusos o acosos sexuales","Agresiones físicas","Amenazas e intimidaciones","Atraco (con violencia o amenaza)","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Sí","No","Sí","Sí","No llevar mucho dinero consigo","No salir de noche sin compañía","Evitar caminar por zonas apartadas o por lugares que conside","No llevar joyas u objetos valiosos a la vista","Instalar una alarma en su domicilio","Instalar rejas en su domicilio","Evitar los estacionamientos oscuros y mal vigilados",NA,NA,NA,"El consumo de drogas","La pobreza y las desigualdades sociales","El desempleo","No",NA,NA,"Ha aumentado mucho","Muy eficaz","Muy eficaz","Muy eficaz","Muy eficaz","Nada eficaz","Muy eficaz","Muy eficaz","La familia","Bueno","Bueno","Bueno","Bueno","Bueno","Malo","Malo","Malo","Malo","Bueno","Bueno","Bueno","En la protección de funcionarios","Nunca aparecen cuando se les necesita","No",NA,"No",NA,NA,"No",NA,"Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","El Gobierno debe dar muestras de estar trabajando de manera ","Fue un buen gesto y allanó el caminó para resolver el proble",4,"Secundaria incompleta","Retirado / jubilado",NA,"Otra persona",NA,"Independiente / cuenta propia","No","Pequeño comerciante con puesto / Microempresario (menos de 5","Water / inodoro",2,"No","Sí","Sí","Sí","Peores",NA,"45 o más","Casa independiente","Residencial","Asfaltado en buen estado","Plano","150140            ","Lima Moderna","B","A/B",1.31613699793188,"150140            ",2.02862651380729,100,470,1
"15",341,"Femenino",36,"Algo interesado","Aprueba","Aprueba","Aprueba",NA,"Desaprueba","Desaprueba","Aprueba","Alguna","Alguna","Ninguna","Poca","Poca","Poca","Alguna","Regular","Mejor","Satisfecho","La democracia es preferible a cualquier otra forma de gobier","Promover una mayor participación del Estado en la economía e","Permanece igual","Mejorará algo","Algo mejor","Algo mejor","Son rebeldes","Son creativos","Bajo nivel educativo","Programa de control y rehabilitación del uso de drogas","Programa para incentivar las cualidades artísticas y deporti","Estudiar una carrera técnica","Mal","Muy bien","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Sí","Serán mejores que los adultos de hoy","Poco","Sí","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violaciones, abusos o acosos sexuales","Hurto sin violencia","Venta de drogas","Robo en vivienda o local","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Sí","No","Sí","No","No salir de noche sin compañía",NA,NA,NA,NA,NA,NA,NA,NA,NA,"La pobreza y las desigualdades sociales","El bajo nivel educativo","La poca eficacia de la Policía","No",NA,NA,"Ha aumentado algo","Muy eficaz","Muy eficaz","Muy eficaz","Muy eficaz","Nada eficaz","Muy eficaz","Muy eficaz","La familia","Malo","Bueno","Bueno","Malo","Muy malo","Malo","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","En la protección de funcionarios","Son amables","Sí","Satisfactorio","No",NA,NA,"Sí, una parte","Sí","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","Los peruanos deben conocer más los logros y avances del Gobi","Fue un buen gesto y allanó el caminó para resolver el proble",7,"Secundaria incompleta","Ama de casa",NA,"Otra persona","Secundaria completa","Asalariado sector público","Sí","Chofer, transportista o taxista sin carro propio","Water / inodoro",1,"No","Sí","Sí","No","Mejores","Entre 2001 y 3000","30 a 44","Casa independiente","Medio","Tierra afirmada","Plano","150125            ","Lima Norte","C","C",1.00820283487116,"150125            ",2.02862651380729,100,470,1
"16",487,"Masculino",36,"Nada interesado","Desaprueba","Desaprueba","Desaprueba","Desaprueba","Aprueba","Aprueba","Desaprueba","Ninguna","Poca","Poca","Ninguna","Alguna","Ninguna","Alguna","Regular",NA,"Insatisfecho","Me da lo mismo un tipo de gobierno u otro","Promover una mayor participación del Estado en la economía e","Permanece igual",NA,"Permanece igual",NA,"Son rebeldes","No tienen interés en cambiar su realidad","Bajo nivel educativo","Programa de empleo juvenil","Programa para incentivar las cualidades artísticas y deporti","Estudiar una carrera técnica","Regular","Regular","De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","Sí","Serán iguales que los adultos de hoy","Nada","Sí","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agresiones físicas","Violencia callejera","Venta de drogas","Robo en vivienda o local","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Sí","No","No","No","No llevar mucho dinero consigo","No llevar joyas u objetos valiosos a la vista",NA,NA,NA,NA,NA,NA,NA,NA,"El consumo de drogas","El desempleo","El bajo nivel educativo","No",NA,NA,"Ha disminuido algo","Nada eficaz","Bastante eficaz","Bastante eficaz","Bastante eficaz","Nada eficaz","Bastante eficaz","Bastante eficaz","Ninguno","Bueno","Malo","Malo","Malo","Malo","Bueno","Bueno","Bueno","Malo","Malo","Bueno","Bueno","En la lucha contra la delincuencia callejera","Son amables","No",NA,"No",NA,NA,"No",NA,"No se cumplirá","No se cumplirá",NA,NA,"Se cumplirá","Se cumplirá","Se cumplirá","No se cumplirá","No se cumplirá","El Gobierno debe dar muestras de estar trabajando de manera ",NA,10,"Secundaria completa","Independiente / cuenta propia","Chofer, transportista o taxista sin carro propio","El propio entrevistado",NA,NA,"No",NA,"Water / inodoro",1,"No","Sí","No","No","Iguales","Entre 601 y 1000","30 a 44","Casa independiente","Popular","Asfaltado en regular o mal estado","Plano","150132            ","Lima Este","D","D/E",1.0076794965675,"150132            ",2.02862651380729,100,470,1
"17",505,"Femenino",42,"Nada interesado","Desaprueba","Desaprueba","Aprueba",NA,"Aprueba","Desaprueba","Desaprueba","Ninguna","Poca","Mucha","Poca","Poca","Ninguna","Poca","Regular","Igual","Insatisfecho","Me da lo mismo un tipo de gobierno u otro","Promover una mayor participación del Estado en la economía e","Permanece igual","Mejorará algo","Algo peor",NA,NA,NA,"Falta de oportunidades de trabajo","Programa de empleo juvenil","Programa para incentivar las cualidades artísticas y deporti","Ingresar a las fuerzas armadas o policiales","Regular","Bien","De acuerdo","De acuerdo",NA,"De acuerdo","De acuerdo","De acuerdo","Sí",NA,"Nada","Sí","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agresiones físicas","Asaltos con armas","Secuestro","Atraco (con violencia o amenaza)","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Sí","Sí","Sí","Sí","No salir de noche sin compañía",NA,NA,NA,NA,NA,NA,NA,NA,NA,"La pobreza y las desigualdades sociales","El desempleo","La escasez de medios de la Policía","No",NA,NA,"Ha aumentado algo","Bastante eficaz","Bastante eficaz","Bastante eficaz","Bastante eficaz","Nada eficaz","Bastante eficaz","Bastante eficaz","La familia",NA,NA,NA,NA,NA,NA,NA,"Bueno","Malo","Bueno","Bueno","Bueno","En la lucha contra la delincuencia callejera","Le inspiran confianza","No",NA,"No",NA,NA,"No",NA,NA,NA,"Se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá",NA,NA,NA,"El Gobierno debe dar muestras de estar trabajando de manera ","Fue un buen gesto y allanó el caminó para resolver el proble",5,"Primaria completa","Ama de casa",NA,"Otra persona","Secundaria completa","Independiente / cuenta propia","Sí","Chofer, transportista, propietario de su vehículo","Water / inodoro",1,"No","Sí","Sí","No","Peores","Entre 601 y 1000","30 a 44","Casa independiente","Medio","Asfaltado en regular o mal estado","Plano","150132            ","Lima Este","C","C",1.0076794965675,"150132            ",2.02862651380729,100,470,1
"18",507,"Femenino",22,"Muy interesado",NA,"Desaprueba","Aprueba","Desaprueba","Desaprueba",NA,"Aprueba","Poca","Poca","Poca","Ninguna","Ninguna","Ninguna","Poca","Regular",NA,"Insatisfecho","La democracia es preferible a cualquier otra forma de gobier",NA,"Permanece igual","Permanecerá igual",NA,"Algo peor","Son individualistas","Son pesimistas con su futuro","Bajo nivel educativo","Programa de prevención del pandillaje y la violencia juvenil","Programa para incentivar la participación política de los jó","Estudiar una carrera técnica","Mal",NA,"De acuerdo","De acuerdo","En desacuerdo","De acuerdo","De acuerdo",NA,"No","Serán mejores que los adultos de hoy","Nada","Sí","Sí","En desacuerdo","De acuerdo","De acuerdo","Es muy difícil confiar en los demás","5","Ser autosuficiente, no depender de nadie","La falta de trabajo","De acuerdo","De acuerdo","En desacuerdo","En desacuerdo","Violaciones, abusos o acosos sexuales","Asaltos con armas","Secuestro","Robo al paso (de bolso, cartera, celular)","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Sí","Sí","No","No","No llevar mucho dinero consigo","Evitar caminar por zonas apartadas o por lugares que conside",NA,NA,NA,NA,NA,NA,NA,NA,"La pobreza y las desigualdades sociales","El desempleo","El bajo nivel educativo","No",NA,NA,"Se mantiene igual","Nada eficaz","Bastante eficaz","Bastante eficaz","Bastante eficaz","Nada eficaz","Bastante eficaz","Bastante eficaz","La familia","Malo","Malo","Malo","Malo","Malo",NA,NA,"Bueno","Malo","Malo","Malo","Malo","En la lucha contra la delincuencia callejera","Le inspiran confianza","No",NA,"No",NA,NA,"Sí, una parte","No","Se cumplirá","Se cumplirá","No se cumplirá","No se cumplirá",NA,"Se cumplirá","Se cumplirá","No se cumplirá","Se cumplirá",NA,"Fue un buen gesto y allanó el caminó para resolver el proble",3,"Superior universitaria incompleta","Estudiante",NA,"Otra persona",NA,"Asalariado sector público","No","Funcionario profesional del sector público / ejecutivo profe","Water / inodoro",1,"No","Sí","Sí","Sí","Iguales",NA,"18 a 29","Casa independiente","Medio","Asfaltado en regular o mal estado","Inclinado","150132            ","Lima Este","B","A/B",1.0076794965675,"150132            ",2.02862651380729,100,470,1
"19",511,"Masculino",30,"Poco interesado","Desaprueba","Aprueba","Aprueba","Aprueba","Aprueba","Desaprueba","Desaprueba","Poca","Ninguna","Ninguna","Ninguna","Poca","Ninguna","Poca","Regular","Igual","Insatisfecho","A veces un gobierno autoritario o una dictadura puede ser pr","Promover la economía privada de mercado es la única forma en","Permanece igual","Permanecerá igual","Permanece igual","Algo peor","Son emprendedores","Son individualistas","Bajo nivel educativo","Programa de educación en salud sexual y reproductiva","Programa de empleo juvenil","Viajar al extranjero","Mal","Regular","En desacuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","De acuerdo","Sí","Serán iguales que los adultos de hoy","Poco","Sí","Sí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violaciones, abusos o acosos sexuales","Asaltos con armas",NA,"Fraude o estafa","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","No","Sí","No","No","No llevar mucho dinero consigo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"El consumo de drogas","El bajo nivel educativo","Las carencias afectivas en el hogar","No",NA,NA,"Ha aumentado algo","Poco eficaz","Bastante eficaz","Poco eficaz","Poco eficaz","Nada eficaz","Bastante eficaz","Bastante eficaz","Todos","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","Bueno","En la protección de funcionarios","Pueden ayudarme","Sí","Satisfactorio","No",NA,NA,"Sí, una parte","No","No se cumplirá","No se cumplirá","Se cumplirá","Se cumplirá","Se cumplirá","No se cumplirá","No se cumplirá","Se cumplirá","No se cumplirá","El Gobierno debe dar muestras de estar trabajando de manera ","Fue un buen gesto y allanó el caminó para resolver el proble",6,NA,"Asalariado sector público","Profesor escolar, profesor no universitario (de academia o i","El propio entrevistado",NA,NA,"Sí",NA,"Water / inodoro",1,"No","Sí","Sí","No","Iguales","Entre 1001 y 1500","30 a 44","Casa independiente","Medio","Asfaltado en regular o mal estado","Inclinado","150132            ","Lima Este","C","C",1.0076794965675,"150132            ",2.02862651380729,100,470,1
"20",667,"Femenino",30,"Nada interesado","Desaprueba","Desaprueba","Aprueba",NA,NA,NA,NA,"Poca",NA,"Mucha","Alguna",NA,"Alguna","Alguna","Regular","Igual","Satisfecho",NA,NA,"Permanece igual","Permanecerá igual","Algo peor",NA,"Son trabajadores","No tienen interés en cambiar su realidad","Falta de oportunidades de trabajo","Programa de prevención del pandillaje y la violencia juvenil","Programa para incentivar la participación política de los jó","Estudiar una carrera universitaria","Regular",NA,"De acuerdo","De acuerdo",NA,NA,NA,"De acuerdo","Sí",NA,NA,"Sí","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violaciones, abusos o acosos sexuales","Asaltos con armas","Secuestro",NA,"Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","Ninguna frecuencia","No","No","No","No","No llevar mucho dinero consigo","No llevar joyas u objetos valiosos a la vista",NA,NA,NA,NA,NA,NA,NA,NA,"El consumo de drogas","El desempleo","La poca eficacia de la Policía","Sí","Robo al paso (de bolso, cartera, celular)","Nada","Ha aumentado mucho","Bastante eficaz","Bastante eficaz",NA,"Bastante eficaz",NA,NA,"Muy eficaz","La familia",NA,NA,"Bueno",NA,NA,"Bueno","Malo","Bueno","Bueno","Bueno",NA,NA,"En la lucha contra las drogas",NA,"No",NA,"No",NA,NA,"No",NA,NA,"Se cumplirá","No se cumplirá","No se cumplirá",NA,"Se cumplirá",NA,NA,NA,"El Gobierno debe dar muestras de estar trabajando de manera ","Las disculpas dadas no lo favorecen ni lo perjudican",5,"Primaria completa","Independiente / cuenta propia","Pequeño comerciante con puesto / Microempresario (menos de 5","El entrevistado y otra persona en partes iguales",NA,NA,"No",NA,"Water / inodoro",1,"No","Sí","No","No","Iguales","Entre 300 y 600","30 a 44","Casa independiente","Popular","Asfaltado en regular o mal estado","Plano","150143            ","Lima Sur","D","D/E",0.974422570166749,"150143            ",2.02862651380729,100,470,1
